gender,uti_ratio,limit,mortgage_payment,n_overdue,n_cards,overdue
M,0.86,3000,96385,0,9,0
M,0.7,3000,0,0,3,1
M,0.18,3000,0,3,1,0
M,0,3000,0,3,5,1
M,0.89,3000,0,3,3,1
M,0,3000,0,0,7,0
M,1,3000,0,1,3,0
M,0.75,3000,0,2,7,0
M,0.17,3000,0,0,7,0
M,1.06,3000,0,3,0,0
M,0.73,3000,0,0,2,0
M,1.02,3000,0,1,3,0
M,0.29,3000,0,1,0,0
M,0,3000,0,3,0,1
M,0.72,3000,0,3,0,0
M,0,3000,0,3,0,0
M,0,3000,0,1,5,0
M,1.03,3000,0,4,0,0
M,0.01,3000,1107,0,1,0
M,0.79,3000,0,1,1,0
M,0.98,3000,0,1,5,0
M,1.04,3000,0,3,9,0
M,0.8,3000,0,0,0,1
M,1.01,3000,0,0,7,1
M,0,3000,0,2,3,0
M,0,3000,0,0,2,0
M,0.86,3000,0,0,3,0
M,1,3000,0,17,3,0
M,0.87,3000,0,3,4,0
M,1.08,3000,0,5,0,0
M,0.8,3000,140,6,0,0
M,0.7,3000,0,13,9,1
M,0.33,3000,0,0,0,0
M,0.34,3000,0,1,6,1
M,1,3000,0,0,3,0
M,1.02,3000,0,0,0,0
M,1,3000,0,13,6,1
M,0.51,3000,1986,3,0,0
M,1.03,3000,0,1,5,1
M,0.11,3000,0,2,9,0
M,0.31,3000,0,0,7,0
M,0.99,3000,0,3,1,0
M,0.63,3000,0,4,1,0
M,1.02,3000,0,0,3,0
M,1.89,3000,0,4,9,1
M,0,3000,0,0,1,0
M,1.02,3000,0,0,4,0
M,0.01,3000,0,0,10,0
M,0.53,3000,0,1,3,0
M,1.01,3000,0,4,3,1
M,0.37,3000,0,0,0,0
M,0.67,3000,0,0,0,0
M,0.08,3000,0,0,0,0
M,0.67,3000,0,5,5,1
M,0.86,3000,0,2,0,0
M,1.01,3000,0,10,1,1
M,1.02,3000,0,0,0,0
M,0.81,3000,0,5,4,1
M,0,3000,0,0,1,0
M,0.34,3000,0,3,4,1
M,0.99,3000,0,5,2,0
M,0.03,3000,0,1,3,1
M,0.6,3000,0,0,0,0
M,0,3000,0,1,1,1
M,0,3000,0,4,4,0
M,0.19,3000,0,0,1,1
M,0.25,3000,0,1,7,0
M,0.47,3000,0,0,7,0
M,1.1,3000,0,7,8,0
M,0,3000,0,0,0,1
M,0.96,3000,0,0,7,0
M,0.44,3000,0,1,1,1
M,0.14,3000,0,2,0,1
M,0.06,3000,0,0,3,0
M,0.21,3000,0,3,0,0
M,0.55,3000,0,2,1,0
M,0.69,3000,0,0,1,0
M,0.34,3000,0,3,9,0
M,0.82,3000,0,1,3,0
M,0,3000,0,0,0,0
M,0.58,3000,0,0,1,1
M,1.01,3000,0,0,1,0
M,0.03,3000,3603,2,14,1
M,0.52,3000,0,3,0,1
M,0.4,3000,0,1,3,0
M,0.07,3000,0,0,0,0
M,0.96,3000,0,0,5,0
M,0.99,3000,0,7,0,0
M,0.89,3000,0,0,2,0
M,0.85,3000,0,0,16,1
M,0.99,3000,0,1,5,1
M,0,3000,0,0,1,0
M,0,3000,0,0,7,1
M,1.01,3000,0,5,0,0
M,0.03,3000,0,2,5,0
M,0.99,3000,0,0,3,1
M,1.02,3000,0,2,0,0
M,0.09,3000,0,1,0,0
M,0.99,3000,0,0,1,0
M,0.16,3000,0,0,4,0
M,1,3000,86,3,6,1
M,1.03,3000,0,15,7,1
M,0,3000,0,0,2,1
M,0.99,3000,0,0,1,0
M,0.02,3000,0,0,0,0
M,1.02,3000,0,0,15,1
M,0.91,3000,0,0,3,0
M,0.6,3000,0,0,0,1
M,1.01,3000,1193,1,3,0
M,0,3000,0,0,0,0
M,1.01,3000,0,3,3,0
M,1.04,3000,0,3,0,0
M,0.9,3000,0,0,1,0
M,1.1,3000,0,0,8,0
M,0.23,3000,0,2,1,1
M,0.52,3000,0,2,0,0
M,0,3000,0,0,0,0
M,1.01,3000,0,2,11,1
M,0.39,3000,0,0,3,0
M,1.38,3000,0,1,14,0
M,0.8,3000,0,3,11,0
M,0.16,3000,0,1,0,0
M,0.26,3000,0,0,2,0
M,1,3000,0,2,0,0
M,0.66,3000,0,4,5,1
M,0.87,3000,0,2,5,1
M,1.13,3000,0,0,8,1
M,0,3000,0,0,0,0
M,0.97,3000,0,9,7,0
M,0.69,3000,0,0,1,0
M,0.41,3000,0,1,1,1
M,1.01,3000,0,0,2,0
M,0.65,3000,0,2,2,0
M,0,3000,0,2,0,1
M,0,3000,0,0,1,0
M,0.84,3000,0,6,4,0
M,1.01,3000,0,0,3,0
M,0.5,3000,0,0,3,0
M,0.91,3000,0,3,2,1
M,1,3000,0,1,0,0
M,1.01,3000,0,1,5,1
M,0.92,3000,0,2,0,0
M,0.01,3000,0,3,2,0
M,0.41,3000,0,0,0,0
M,0.39,3000,0,1,1,0
M,0.25,3000,0,0,0,0
M,1.01,3000,0,1,9,1
M,0.51,3000,0,0,4,0
M,0,3000,0,0,1,0
M,0.35,3000,0,7,1,0
M,0.92,3000,0,0,0,0
M,0.12,3000,0,2,0,0
M,0.08,3000,0,0,0,0
M,1.01,3000,0,5,2,0
M,1,3000,2887,0,2,0
M,0.33,3000,0,1,4,0
M,1.03,3000,0,2,0,1
M,1,3000,0,0,3,0
M,0.93,3000,1035,1,6,1
M,1.01,3000,0,1,1,0
M,1.3,3000,780,0,17,0
M,1.08,3000,0,7,0,1
M,1,3000,0,0,12,1
M,1.11,3000,1228,4,15,1
M,1,3000,0,0,6,0
M,0.36,3000,0,0,0,0
M,0.93,3000,0,1,2,0
M,0.42,3000,0,0,2,0
M,0.36,3000,0,6,5,0
M,0.51,3000,0,0,1,0
M,0,3000,0,0,0,1
M,0.11,3000,0,2,0,1
M,0.75,3000,0,2,1,0
M,0.6,3000,0,1,0,0
M,0.54,3000,0,0,0,0
M,1.03,3000,0,4,1,0
M,0,3000,0,0,0,0
M,1.02,3000,0,1,4,0
M,0.24,3000,0,0,3,0
M,0.55,3000,0,1,0,0
M,0,3000,0,0,2,0
M,0.99,3000,0,1,2,0
M,0.97,3000,0,2,5,1
M,0,3000,0,0,0,0
M,2.11,3000,0,0,29,1
M,0.13,3000,0,0,1,0
M,0,3000,0,0,0,0
M,1,3000,0,0,1,0
M,1,3000,0,0,9,1
M,0.52,3000,0,0,3,0
M,0,3000,83,3,3,0
M,1.04,3000,0,2,3,0
M,1.05,3000,0,3,1,0
M,0.11,3000,0,0,1,0
M,0.3,3000,0,0,2,0
M,1,3000,0,12,2,1
M,0.3,3000,0,2,3,1
M,0.91,3000,0,1,9,1
M,0.6,3000,0,0,1,0
M,0,3000,0,0,2,0
M,0.91,3000,0,2,2,0
M,0.52,3000,0,0,2,0
M,1,3000,0,0,7,0
M,0.65,3000,1315,0,3,0
M,1.02,3000,0,2,0,0
M,0.99,3000,0,7,4,0
M,0.49,3000,0,0,3,0
M,0.21,3000,0,0,5,1
M,0.14,3000,0,0,2,0
M,0.5,3000,0,2,0,0
M,0.96,3000,0,3,2,1
M,0.24,3000,0,1,0,0
M,0.33,3000,0,0,1,0
M,1.03,3000,0,2,0,0
M,0.07,3000,0,0,0,1
M,0.69,3000,0,1,3,0
M,0.56,3000,0,2,4,0
M,1.01,3000,0,1,0,0
M,1,3000,0,0,9,0
M,0.07,3000,0,0,0,0
M,0.03,3000,0,0,4,0
M,0.75,3000,0,1,2,0
M,1,3000,0,0,0,0
M,0,3000,0,0,0,0
M,0.32,3000,0,2,0,0
M,0.32,3000,0,0,1,0
M,0.4,3000,0,2,1,0
M,0.66,3000,0,4,0,0
M,0.33,3000,0,4,2,1
M,0.99,3000,0,1,1,0
M,0.4,3000,0,1,4,0
M,0.87,3000,0,0,0,0
M,0.64,3000,0,1,0,0
M,0.19,3000,0,1,1,0
M,0.29,3000,0,4,0,0
M,1.01,3000,0,1,3,0
M,0.4,3000,0,0,0,0
M,1.02,3000,0,4,3,0
M,0,3000,0,2,0,0
M,0,3000,0,0,2,0
M,0.51,3000,0,4,2,0
M,0.94,3000,0,1,2,0
M,0.72,3000,0,3,2,1
M,1.02,3000,0,2,2,1
M,0.4,3000,0,2,2,1
M,1.02,3000,0,1,0,0
M,0,3000,0,0,2,1
M,0.45,3000,0,0,1,1
M,0.72,3000,0,1,3,0
M,0.84,3000,0,0,8,0
M,0.48,3000,0,0,0,0
M,0.72,3000,0,0,0,0
M,1.01,3000,0,11,6,1
M,0.95,3000,0,1,1,0
M,0.45,3000,0,2,2,0
M,0.26,3000,0,0,0,0
M,0,3000,0,0,0,0
M,0,3000,0,2,3,0
M,0.18,3000,0,2,0,0
M,1.12,3000,0,0,0,0
M,1,3000,0,4,3,1
M,1.01,3000,0,8,0,0
M,0.42,3000,0,2,1,0
M,0.99,3000,0,1,1,0
M,0.66,3000,0,0,0,0
M,1,3000,3171,0,8,0
M,0.05,3000,0,0,2,0
M,0,3000,0,0,0,0
M,1,3000,0,2,0,0
M,0.48,3000,0,0,1,0
M,1.02,3000,0,2,1,0
M,0.4,3000,0,5,3,0
M,1.02,3000,0,3,5,1
M,0.11,3000,0,4,0,0
M,0.48,3000,0,0,0,0
M,0.68,3000,0,2,2,0
M,0.25,3000,0,0,0,0
M,1,3000,0,2,11,0
M,0.39,3000,0,0,4,0
M,0.96,3000,0,2,2,0
M,0,3000,0,0,0,0
M,1.1,3000,0,6,16,0
M,1.02,3000,0,1,1,1
M,0.39,3000,0,0,1,0
M,0.32,3000,0,1,1,1
M,1,3000,0,2,2,0
M,0.37,3000,0,1,1,0
M,1,3000,0,2,1,1
M,1.01,3000,0,2,0,0
M,1.38,3000,0,0,5,0
M,0.03,3000,0,0,1,0
M,0.97,3000,0,3,0,0
M,0,3000,0,0,0,0
M,0.03,3000,0,0,1,0
M,1,3000,0,0,0,0
M,0.65,3000,0,2,1,0
M,1.02,3000,0,2,3,1
M,0,3000,0,0,0,0
M,1.04,3000,0,4,6,0
M,0.86,3000,0,2,0,1
M,0.91,3000,0,0,2,0
M,0.06,3000,0,1,3,0
M,0.04,3000,0,0,1,0
M,0.32,3000,0,2,0,0
M,0.51,3000,0,0,0,0
M,0.95,3000,0,0,6,1
M,0.24,3000,1589,0,2,0
M,0.26,3000,0,3,0,0
M,0.11,3000,0,0,3,0
M,0.72,3000,0,0,3,0
M,1.1,3000,0,0,2,1
M,0,3000,0,0,3,1
M,1.01,3000,0,0,0,0
M,1.04,3000,5223,4,19,1
M,0.63,3000,0,3,1,0
M,0.73,3000,0,2,0,0
M,1.01,3000,2318,1,6,1
M,0,3000,0,1,4,1
M,0.38,3000,0,3,2,1
M,0.53,3000,0,4,0,0
M,0.82,3000,0,0,1,0
M,0.01,3000,0,0,3,0
M,0.09,3000,0,0,16,0
M,0.1,3000,0,0,0,0
M,0.61,3000,0,2,0,0
M,0.19,3000,0,1,0,0
M,1,3000,0,0,3,0
M,0.96,3000,0,0,4,1
M,0,3000,0,0,0,0
M,0.78,3000,0,1,1,0
M,0,3000,0,0,0,0
M,0.02,3000,0,0,0,0
M,1,3000,922,3,1,0
M,0,3000,0,2,1,0
M,0.38,3000,0,4,0,0
M,0.58,3000,0,2,0,1
M,1.03,3000,0,6,9,1
M,0.38,3000,0,3,0,0
M,0.13,3000,0,2,0,0
M,1.03,3000,0,6,2,1
M,0,3000,0,0,0,0
M,0.24,3000,0,0,0,0
M,1.12,3000,0,0,0,0
M,0.84,3000,0,6,0,0
M,0.12,3000,0,0,2,0
M,0,3000,0,0,0,0
M,0.61,3000,0,5,10,1
M,0.98,3000,0,7,3,0
M,0.48,3000,0,1,1,0
M,0.69,3000,0,3,1,0
M,1.01,3000,0,1,2,0
M,0.17,3000,0,3,4,0
M,0.53,3000,0,0,0,0
M,0.98,3000,0,0,0,0
M,0.81,3000,0,0,11,0
M,0,3000,0,0,1,0
M,0.7,3000,0,0,0,1
M,0.89,3000,0,3,1,1
M,0.58,3000,0,0,0,1
M,1.01,3000,0,1,11,1
M,1.02,3000,0,4,0,1
M,1.04,3000,0,2,6,1
M,0.32,3000,0,2,0,0
M,0,3000,0,0,2,0
M,1.02,3000,0,4,0,0
M,0,3000,0,0,1,0
M,1.03,3000,0,3,1,0
M,0.78,3000,1889,5,5,0
M,0.08,3000,0,0,6,0
M,0.69,3000,0,0,6,1
M,0.73,3000,0,3,1,1
M,1.06,3000,0,6,3,1
M,0.56,3000,0,7,5,0
M,0.94,3000,0,3,2,0
M,1.01,3000,0,1,0,0
M,0.92,3000,0,6,0,1
M,1,3000,0,8,2,0
M,0,3000,0,0,1,0
M,1.03,3000,0,8,3,0
M,1.02,3000,0,3,1,0
M,0.23,3000,0,0,1,0
M,1.01,3000,0,1,1,0
M,0.39,3000,0,4,3,1
M,1.02,3000,0,1,1,0
M,0,3000,0,0,1,0
M,0.34,3000,0,0,0,0
M,0.13,3000,0,1,0,0
M,0.89,3000,0,3,4,0
M,1,3000,0,0,15,0
M,0.33,3000,0,0,0,0
M,0,3000,0,0,1,0
M,0.51,3000,0,3,2,1
M,0.95,3000,0,0,6,0
M,0.37,3000,12,1,1,0
M,0.08,3000,0,1,1,0
M,1.03,3000,0,3,1,0
M,0.97,3000,0,1,15,0
M,0.16,3000,0,0,0,0
M,0.51,3000,499,0,2,0
M,1.02,3000,0,0,1,0
M,1,3000,0,3,1,0
M,0.79,3000,0,3,3,0
M,1.02,3000,0,0,0,0
M,0.41,3000,0,1,1,0
M,1.7,3000,0,16,15,1
M,0.97,3000,0,4,6,0
M,0.99,3000,0,0,25,0
M,1,3000,0,1,9,1
M,0,3000,0,0,0,0
M,1,3000,5981,0,4,1
M,1.11,3000,7813,0,1,0
M,0.03,3000,2709,0,2,0
M,1.02,3000,0,2,1,0
M,0.07,3000,0,0,3,1
M,1.01,3000,1343,1,5,0
M,0.95,3000,0,5,2,0
M,0.72,3000,0,0,0,0
M,1,3000,0,5,2,0
M,1.09,3000,0,2,3,0
M,0.75,3000,0,2,0,0
M,0.49,3000,1265,0,4,0
M,0.99,3000,0,5,0,0
M,0.61,3000,3191,4,1,0
M,0.65,3000,0,2,0,1
M,1,3000,0,1,2,0
M,1.03,3000,0,3,0,0
M,0.93,3000,1606,0,2,0
M,0.61,3000,0,7,0,0
M,0.12,3000,0,3,0,1
M,1.12,3000,0,0,3,0
M,1.01,3000,3470,3,1,0
M,0.83,3000,0,2,0,0
M,1,3000,0,0,17,0
M,0.62,3000,9167,7,4,0
M,1.12,3000,0,0,4,0
M,1.06,3000,0,3,0,0
M,1,3000,0,8,7,0
M,0.76,3000,0,1,4,0
M,1,3000,0,0,11,0
M,1.01,3000,0,0,0,0
M,0.28,3000,0,0,2,0
M,0.24,3000,0,3,0,0
M,0.36,3000,0,3,0,0
M,0.11,3000,0,0,2,0
M,0.75,3000,0,11,6,0
M,0.96,3000,0,5,2,0
M,0.08,3000,0,2,0,0
M,0.84,3000,0,12,4,0
M,1.19,3000,0,0,14,1
M,0,3000,0,0,0,0
M,0.93,3000,0,7,1,1
M,1.37,3000,0,2,8,1
M,0.3,3000,0,1,5,0
M,0.93,3000,0,8,3,0
M,1.02,3000,0,2,2,1
M,0.81,3000,0,8,0,0
M,1,3000,0,6,0,1
M,0.71,3000,0,9,0,0
M,0,3000,0,0,1,0
M,0.54,3000,0,1,4,1
M,0,3000,0,0,3,1
M,1.01,3000,0,2,1,0
M,1.04,3000,0,3,1,0
M,1.01,3000,0,1,5,0
M,1.01,3000,0,2,0,1
M,0.93,3000,0,0,0,0
M,0.1,3000,0,0,2,0
M,1.01,3000,0,3,5,0
M,1.15,3000,0,2,8,0
M,0.53,3000,0,0,2,0
M,1.06,3000,0,3,0,0
M,0.71,3000,0,5,3,0
M,1.02,3000,0,0,6,0
M,0.46,3000,0,11,0,1
M,0.93,3000,0,1,1,0
M,0.71,3000,0,0,3,0
M,0.94,3000,0,0,3,0
M,0.04,3000,0,3,0,0
M,0,3000,0,1,1,0
M,1.01,3000,0,6,6,0
M,0,3000,0,2,0,0
M,0.78,3000,0,8,0,1
M,0.99,3000,0,0,2,0
M,0.97,3000,0,2,5,0
M,0.49,3000,0,1,2,0
M,0,3000,0,0,1,0
M,0.15,3000,0,0,2,0
M,1.01,3000,0,4,0,1
M,0.01,3000,0,1,0,0
M,0.82,3000,0,2,0,0
M,0,3000,0,1,0,0
M,0.02,3000,0,0,1,0
M,0,3000,0,1,3,1
M,1.84,3000,0,1,10,1
M,0,3000,0,1,0,0
M,0,3000,0,0,3,0
M,1.1,3000,0,0,12,0
M,0,3000,0,1,6,0
M,0.71,3000,0,0,0,0
M,0.51,3000,0,0,8,0
M,0.27,3000,0,0,0,0
M,1.01,3000,0,0,1,0
M,1.06,3000,0,4,0,1
M,1.06,3000,0,4,1,0
M,0.26,3000,0,0,1,0
M,0.9,3000,0,1,3,0
M,1.01,3000,0,3,1,0
M,1.02,3000,0,4,0,0
M,1.3,3000,0,2,10,0
M,0.26,3000,0,3,0,0
M,1.02,3000,0,0,0,0
M,0.51,3000,0,0,8,0
M,1,3000,0,2,1,0
M,1,3000,0,3,0,0
M,0.96,3000,0,0,1,0
M,1.01,3000,0,0,6,0
M,0.87,3000,0,0,3,1
M,0.82,3000,0,0,0,0
M,0.98,3000,0,0,1,0
M,1.03,3000,0,3,0,0
M,0.98,3000,1466,3,2,0
M,0.87,3000,0,1,1,0
M,0.73,3000,0,0,2,0
M,1.03,3000,0,3,1,0
M,0.59,3000,0,2,0,1
M,0.91,3000,0,0,2,0
M,0.95,3000,0,0,0,0
M,0.01,3000,0,0,0,0
M,0.66,3000,0,0,1,0
M,0.32,3000,0,0,4,0
M,0.02,3000,1839,6,4,1
M,0.75,3000,0,3,0,1
M,1.96,3000,2322,1,16,1
M,0.47,3000,0,2,11,0
M,1,3000,1659,0,4,1
M,1,3000,0,1,0,0
M,0.82,3000,0,3,11,0
M,0.98,3000,0,0,3,0
M,0.78,3000,0,8,3,1
M,0.99,3000,0,0,4,0
M,1.47,3000,0,1,21,1
M,0.49,3000,0,0,8,0
M,0.22,3000,2576,0,1,0
M,1.05,3000,0,0,15,0
M,0,3000,0,3,0,0
M,0.26,3000,0,0,0,1
M,0.96,3000,0,4,2,0
M,0.71,3000,0,1,1,0
M,0.25,3000,0,2,0,0
M,1.07,3000,0,4,1,0
M,0.85,3000,0,1,0,0
M,0.13,3000,0,0,0,0
M,0.6,3000,0,2,3,0
M,1.02,3000,0,2,0,0
M,0.53,3000,0,0,1,0
M,0.55,3000,218,0,9,1
M,1.07,3000,0,1,1,1
M,0.61,3000,0,0,3,0
M,1.01,3000,0,2,3,0
M,0.04,3000,0,0,2,0
M,1,3000,0,0,1,0
M,0.83,3000,0,3,1,0
M,1.1,3000,0,5,4,1
M,0.99,3000,0,9,6,1
M,0.83,3000,0,0,5,0
M,0.99,3000,0,0,18,0
M,0,3000,0,0,0,1
M,0.34,3000,0,0,0,0
M,0,3000,0,2,0,0
M,0.83,3000,0,0,2,0
M,1,3000,0,2,0,0
M,1.02,3000,0,0,2,0
M,1.49,3000,0,2,2,1
M,1.04,3000,0,3,2,0
M,0.54,3000,0,1,0,0
M,0.67,3000,0,0,1,0
M,0.09,3000,0,2,0,0
M,1.2,3000,0,1,24,0
M,0.8,3000,0,1,4,0
M,1.09,3000,2760,5,14,0
M,0.62,3000,0,0,2,0
M,0.14,3000,0,2,0,0
M,1.02,3000,0,1,0,0
M,1.02,3000,0,1,0,0
M,0.98,3000,0,0,1,0
M,1,3000,0,2,0,0
M,1.11,3000,0,0,0,0
M,1.01,3000,0,4,16,1
M,0.06,3000,0,2,1,0
M,1.01,3000,0,0,0,1
M,1.01,3000,0,2,0,0
M,0.77,3000,0,1,0,1
M,0.68,3000,0,0,0,0
M,0.62,3000,0,2,0,0
M,0.71,3000,0,3,0,0
M,0.99,3000,0,0,6,1
M,0.58,3000,0,0,0,0
M,0.77,3000,0,20,0,0
M,0.14,3000,0,0,0,0
M,0,3000,0,0,1,0
M,1,3000,7268,0,7,0
M,1.05,3000,0,4,1,0
M,1.08,3000,0,3,0,0
M,0.37,3000,0,2,0,0
M,0.4,3000,1532,1,4,0
M,0,3000,0,0,0,0
M,0.86,3000,0,3,0,0
M,0,3000,12939,4,6,0
M,0.53,3000,0,0,12,0
M,0.01,3000,0,0,2,0
M,0.56,3000,0,7,0,1
M,1.04,3000,0,0,7,0
M,0.01,3000,0,1,2,0
M,0.03,3000,0,0,5,0
M,0.57,3000,0,7,0,0
M,0.53,3000,3023,0,11,1
M,0.82,3000,0,1,1,0
M,0,3000,0,0,0,0
M,0.99,3000,0,1,0,0
M,0.25,3000,0,0,0,0
M,0.04,3000,0,0,0,0
M,0,3000,0,0,0,0
M,0.06,3000,0,0,1,0
M,1,3000,0,2,1,1
M,1.18,3000,544,0,10,1
M,0.13,3000,0,0,0,0
M,1.02,3000,0,3,3,1
M,0.77,3000,0,2,0,0
M,1,3000,2336,1,1,1
M,1.04,3000,0,2,0,0
M,1.01,3000,0,2,3,0
M,0.1,3000,0,0,8,0
M,1.01,3000,0,3,3,0
M,0.35,3000,0,3,0,1
M,1.01,3000,0,5,3,0
M,1.03,3000,0,2,0,0
M,0.99,3000,0,0,8,0
M,0.63,3000,0,1,0,0
M,1.01,3000,0,0,0,0
M,1.03,3000,0,2,0,0
M,0.99,3000,0,4,0,0
M,0.02,3000,0,0,2,1
M,0,3000,0,0,2,0
M,0.77,3000,0,1,4,0
M,0.86,3000,0,0,2,1
M,0.74,3000,0,0,0,0
M,0,3000,0,0,0,1
M,0,3000,0,0,1,0
M,0,3000,0,0,0,0
M,0,3000,0,0,0,0
M,0.36,3000,0,1,2,1
M,0.24,3000,0,3,0,1
M,0,3000,0,0,1,0
M,0.04,3000,0,0,1,0
M,0.91,3000,0,1,1,0
M,0.44,3000,0,0,7,0
M,0.1,3000,0,1,6,0
M,1.02,3000,0,5,1,0
M,0.01,3000,1325,2,0,0
M,0,3000,0,0,0,0
M,1.04,3000,0,0,15,0
M,0.11,3000,0,0,0,0
M,0.08,3000,0,3,1,0
M,0.09,3000,0,2,0,0
M,0.65,3000,0,1,0,0
M,1.01,3000,0,6,3,1
M,0.91,3000,0,0,0,0
M,0.09,3000,0,0,2,0
M,1.01,3000,0,2,1,1
M,0.48,3000,0,2,0,0
M,0,3000,0,0,1,0
M,0.18,3000,0,0,1,0
M,0.99,3000,0,3,0,0
M,0.15,3000,1430,0,3,1
M,1.04,3000,0,4,0,0
M,1.02,3000,0,2,1,0
M,1,3000,0,0,2,0
M,1.01,3000,0,0,9,1
M,0.99,3000,0,1,2,0
M,0.09,3000,0,0,2,0
M,0.83,3000,0,3,1,1
M,1.02,3000,0,2,3,0
M,0.15,3000,0,0,0,0
M,0.85,3000,0,0,7,0
M,0.31,3000,0,1,0,0
M,1.02,3000,0,0,8,1
M,0.25,3000,0,2,0,0
M,0.57,3000,0,2,5,1
M,0,3000,0,0,1,0
M,1.01,3000,0,0,3,0
M,0.74,3000,0,3,5,0
M,0.98,3000,1534,0,8,0
M,1.02,3000,0,4,3,0
M,0,3000,0,0,2,0
M,1.04,3000,0,2,0,0
M,0.66,3000,0,1,1,0
M,0.6,3000,0,0,3,0
M,0.97,3000,0,0,4,0
M,1.07,3000,0,2,0,0
M,0.67,3000,0,6,2,0
M,1.01,3000,0,5,3,0
M,1.14,3000,0,2,3,0
M,0.95,3000,0,1,2,0
M,1,3000,0,1,5,0
M,0.9,3000,0,8,2,0
M,0.54,3000,0,0,1,0
M,1,3000,0,0,5,0
M,0.99,3000,0,0,1,0
M,1.01,3000,0,1,0,0
M,0.81,3000,0,2,3,0
M,0.99,3000,0,3,2,1
M,1.02,3000,0,3,0,0
M,0.54,3000,0,2,3,1
M,0.89,3000,0,2,1,0
M,0.93,3000,0,0,1,0
M,0.56,3000,0,1,3,1
M,1.01,3000,0,5,5,0
M,0.64,3000,0,4,0,0
M,1.06,3000,0,7,2,0
M,1.03,3000,0,3,1,0
M,0.53,3000,0,8,2,1
M,0.91,3000,0,0,1,0
M,1,3000,0,0,3,0
M,1.09,3000,0,2,2,0
M,1.01,3000,0,2,1,0
M,0.17,3000,0,0,0,0
M,0.85,3000,0,2,7,0
M,1.01,3000,1636,6,3,0
M,1,3000,0,2,3,1
M,0.14,3000,0,0,3,0
M,0.73,3000,0,0,0,0
M,0.93,3000,0,2,1,0
M,0.79,3000,0,1,1,0
M,0,3000,0,1,2,0
M,1.06,3000,0,0,10,0
M,1,3000,0,1,4,0
M,1.03,3000,0,3,0,0
M,0.88,3000,0,1,2,0
M,0,3000,0,2,5,1
M,0.16,3000,0,2,0,0
M,1,3000,0,0,5,1
M,1.04,3000,0,3,0,0
M,1.01,3000,0,0,4,0
M,1.05,3000,0,3,0,0
M,1.12,3000,0,0,5,0
M,0.63,3000,0,0,1,0
M,0.57,3000,0,3,1,0
M,0.76,3000,0,3,3,0
M,0.44,3000,1057,0,2,0
M,0.28,3000,0,0,1,0
M,1.06,3000,0,3,0,0
M,1,3000,0,1,0,0
M,1,3000,856,4,1,0
M,0.27,3000,0,0,0,0
M,0.85,3000,0,1,0,1
M,0,3000,670,0,2,0
M,1.04,3000,0,6,0,1
M,1.02,3000,2835,3,3,1
M,0.88,3000,0,0,2,0
M,0.3,3000,0,0,0,0
M,0.91,3000,0,0,0,0
M,1.01,3000,0,10,0,1
M,0.49,3000,0,6,2,1
M,1.01,3000,0,0,0,0
M,1.01,3000,0,2,0,1
M,0.88,3000,0,1,0,0
M,0.81,3000,0,0,0,0
M,0.48,3000,0,5,5,1
M,0.76,3000,0,0,0,0
M,0.59,3000,0,2,0,1
M,1,3000,522,0,0,0
M,1.03,3000,0,6,3,1
M,0.99,3000,0,1,2,0
M,0.03,3000,0,0,0,0
M,0.94,3000,0,3,0,0
M,0.29,3000,0,0,3,0
M,0.55,3000,0,1,2,0
M,0.83,3000,0,7,3,1
M,0.32,3000,0,3,5,1
M,0,3000,0,1,0,0
M,0.86,3000,0,1,0,0
M,0.89,3000,0,1,1,0
M,0.93,3000,0,1,0,0
M,0.88,3000,0,0,0,1
M,0.35,3000,0,1,2,0
M,0.48,3000,0,0,0,1
M,0.34,3000,0,2,0,0
M,0.39,3000,0,1,1,0
M,0.18,3000,0,1,0,0
M,0.35,3000,0,0,3,0
M,0.98,3000,0,0,3,0
M,0.54,3000,0,0,1,1
M,0.98,3000,0,0,1,1
M,1.01,3000,0,3,1,0
M,0.46,3000,0,3,1,0
M,0.37,3000,0,0,0,1
M,0.39,3000,0,1,0,0
M,0.33,3000,0,0,2,1
M,0.31,3000,0,1,1,0
M,1.04,3000,0,4,0,1
M,0.53,3000,0,1,1,0
M,1,3000,0,0,1,0
M,1.03,3000,0,3,1,0
M,0.87,3000,0,8,0,1
M,1.03,3000,2731,3,6,0
M,1.02,3000,0,4,10,1
M,1,3000,0,0,1,1
M,1.03,3000,0,4,0,1
M,1.02,3000,0,8,2,1
M,0.03,3000,0,5,1,0
M,1.01,3000,0,0,3,1
M,0.05,3000,0,0,1,0
M,1.08,3000,0,2,1,0
M,1.01,3000,0,1,15,0
M,0.59,3000,0,5,0,1
M,1.02,3000,0,0,0,0
M,1,3000,0,12,3,0
M,0.01,3000,0,4,0,1
M,0.81,3000,0,0,0,0
M,1.5,3000,561,1,11,1
M,0.26,3000,0,0,3,0
M,0.99,3000,0,0,2,0
M,0,3000,0,0,0,0
M,0.68,3000,0,7,0,0
M,1.01,3000,10277,0,2,0
M,0,3000,0,3,0,0
M,0.98,3000,0,0,2,0
M,0,3000,0,0,0,0
M,0.81,3000,0,1,3,0
M,0.24,3000,52480,1,2,0
M,0.03,3000,0,0,0,0
M,0,3000,0,0,0,0
M,1.02,3000,0,0,4,0
M,0.93,3000,0,1,4,0
M,0,3000,0,0,1,0
M,0.62,3000,0,1,1,0
