gender,uti_ratio,limit,mortgage_payment,n_overdue,n_cards,overdue
M,0.64,3000,0,5,5,1
M,0,3000,0,0,0,0
M,0.63,3000,0,3,0,0
M,0.6,3000,2692,0,2,0
M,0,3000,0,1,2,0
M,1.02,3000,0,0,2,0
M,0.88,3000,0,0,2,0
M,0,3000,0,0,0,0
M,1.02,3000,0,0,4,0
M,1.6,3000,0,0,15,0
M,0.18,3000,0,0,1,0
M,0.46,3000,0,0,10,0
M,0,3000,0,1,4,0
M,0.32,3000,0,6,2,0
M,1.07,3000,0,1,2,1
M,0.99,3000,1144,0,12,0
M,0.98,3000,0,0,2,1
M,0.71,3000,0,0,0,0
M,1.01,3000,0,0,18,0
M,1.01,3000,0,5,9,1
M,0.59,3000,0,0,0,0
M,1,3000,0,0,6,0
M,0.11,3000,0,2,0,0
M,1.02,3000,0,10,3,1
M,0.69,3000,1516,0,7,0
M,0.98,3000,0,0,0,0
M,0.25,3000,0,0,0,0
M,1,3000,0,2,0,0
M,1.02,3000,0,6,0,1
M,0.72,3000,0,0,1,0
M,1.02,3000,0,6,0,1
M,1.01,3000,0,15,9,0
M,0,3000,0,2,0,0
M,0.04,3000,0,2,0,0
M,1.04,3000,0,1,0,0
M,0.35,3000,0,0,7,0
M,0.94,3000,0,8,8,0
M,1,3000,0,8,0,0
M,0.77,3000,0,7,0,0
M,1.01,3000,0,6,4,1
M,0.98,3000,0,7,8,1
M,0.51,3000,0,1,1,0
M,0.35,3000,1012,2,1,0
M,0.31,3000,0,0,0,0
M,0.83,3000,0,6,3,0
M,0.64,3000,0,2,1,1
M,1,3000,0,9,1,1
M,0.06,3000,0,1,2,0
M,0.07,3000,1929,0,1,0
M,1.3,3000,0,0,8,0
M,0.99,3000,0,0,3,0
M,1.02,3000,610,0,10,1
M,0.99,3000,0,0,2,0
M,0.56,3000,0,0,5,0
M,0,3000,0,2,0,0
M,1,3000,0,1,17,0
M,0.22,3000,0,8,4,1
M,0.84,3000,0,3,0,0
M,0.35,3000,0,3,1,0
M,0.83,3000,0,0,10,0
M,0.8,3000,0,12,3,1
M,0.07,3000,0,0,1,0
M,0.01,3000,0,3,5,0
M,0.92,3000,0,8,0,1
M,0.95,3000,0,3,0,0
M,0.52,3000,0,2,0,0
M,0.97,3000,0,3,12,1
M,0.12,3000,0,0,0,0
M,0.5,3000,0,2,10,0
M,0.22,3000,0,0,4,0
M,0.46,3000,0,2,0,0
M,0,3000,1912,0,1,0
M,1.12,3000,0,0,5,0
M,0.99,3000,0,0,11,0
M,1,3000,0,0,30,1
M,0.86,3000,0,1,1,0
M,1,3000,0,0,17,0
M,1.3,3000,0,0,14,0
M,0.66,3000,0,0,3,0
M,0,3000,0,0,0,0
M,0.87,3000,0,0,2,0
M,0.67,3000,0,0,1,0
M,1.02,3000,0,4,14,1
M,1.06,3000,418,0,22,1
M,0.06,3000,0,0,3,0
M,0.98,3000,0,8,2,1
M,0.4,3000,0,3,0,0
M,0.02,3000,0,2,0,1
M,1.03,3000,0,2,9,1
M,0,3000,0,1,8,0
M,0.02,3000,0,0,1,0
M,0.05,3000,0,0,5,0
M,1,3000,0,7,2,1
M,1.5,3000,0,0,15,1
M,0.89,3000,2092,0,2,0
M,1.01,3000,0,8,13,1
M,0.73,3000,0,2,1,0
M,1.04,3000,0,3,7,0
M,0.43,3000,0,0,1,0
M,0.41,3000,0,1,2,1
M,0.43,3000,0,0,0,0
M,1,3000,0,0,7,0
M,1.2,3000,2719,0,7,0
M,0.82,3000,0,0,0,1
M,0,3000,0,3,0,0
M,0.79,3000,0,0,0,0
M,0.93,3000,0,7,5,1
M,0.87,3000,0,4,0,0
M,1,3000,0,2,4,1
M,0.87,3000,0,5,0,0
M,0.01,3000,0,3,2,1
M,0.09,3000,0,2,0,0
M,0.57,3000,6935,0,6,1
M,0.81,3000,0,1,5,0
M,0.08,3000,0,0,0,0
M,0,3000,0,0,0,0
M,1,3000,0,0,8,0
M,0.75,3000,0,2,2,0
M,0.58,3000,0,0,0,0
M,0.11,3000,0,0,2,1
M,0.98,3000,0,1,18,0
M,0.08,3000,0,8,8,1
M,0.65,3000,0,0,3,0
M,0,3000,0,1,0,1
M,0.19,3000,0,0,0,0
M,0,3000,0,1,0,0
M,1.01,3000,0,7,4,1
M,0.81,3000,0,2,10,1
M,1.02,3000,0,0,0,0
M,1,3000,0,2,7,0
M,0.15,3000,0,4,2,1
M,0.77,3000,0,1,1,0
M,0.03,3000,0,0,3,0
M,0.25,3000,0,2,3,0
M,0.91,3000,0,4,0,0
M,1.01,3000,0,2,5,0
M,1.02,3000,0,0,4,1
M,0.99,3000,0,1,8,0
M,1.09,3000,0,2,5,0
M,0.45,3000,0,0,5,0
M,1.02,3000,0,6,3,0
M,0,3000,0,0,1,0
M,0,3000,0,0,3,0
M,0.84,3000,0,2,5,0
M,0.03,3000,2425,0,5,0
M,0.03,3000,0,0,0,1
M,0.88,3000,724,0,3,0
M,0.61,3000,0,7,0,0
M,0.06,3000,0,0,13,0
M,0.08,3000,0,2,2,1
M,0.06,3000,0,0,0,0
M,0.05,3000,0,0,2,0
M,1,3000,0,0,33,0
M,1,3000,0,0,15,1
M,1.2,3000,0,0,20,0
M,0.39,3000,0,0,3,0
M,0.82,3000,1225,0,6,0
M,0.04,3000,0,1,4,0
M,0.64,3000,0,1,14,1
M,1.19,3000,0,1,27,0
M,1.02,3000,0,0,5,0
M,1.42,3000,0,3,1,1
M,0.91,3000,1495,0,3,0
M,1.01,3000,0,2,4,0
M,0.52,3000,0,4,3,1
M,1.01,3000,0,0,3,1
M,1.02,3000,1853,2,2,1
M,0.99,3000,0,6,2,0
M,0.3,3000,0,0,3,1
M,1,3000,0,1,9,0
M,0.58,3000,0,1,0,0
M,1,3000,0,4,5,1
M,1.01,3000,0,4,6,0
M,1.5,3000,0,1,4,0
M,1.11,3000,0,13,8,0
M,1,3000,0,3,14,0
M,1.01,3000,0,3,0,0
M,0.57,3000,0,2,5,0
M,1.62,3000,0,2,8,0
M,1.06,3000,0,2,0,0
M,0.58,3000,0,0,2,1
M,1,3000,0,2,7,0
M,0.57,3000,0,0,1,0
M,0.03,3000,0,1,3,1
M,1.19,3000,0,0,5,0
M,0.73,3000,1245,0,4,0
M,0.17,3000,0,0,3,0
M,0.97,3000,0,1,9,0
M,0.99,3000,0,0,3,0
M,1,3000,0,1,0,0
M,0.17,3000,0,0,0,1
M,1.02,3000,0,1,1,0
M,0.01,3000,0,0,3,0
M,0.93,3000,0,3,12,0
M,1.02,3000,0,0,0,0
M,0.94,3000,0,6,2,1
M,1.01,3000,0,1,15,1
M,1.02,3000,0,1,0,0
M,1,3000,0,1,3,0
M,1.11,3000,0,9,22,0
M,1.33,3000,2296,0,7,0
M,1.01,3000,0,0,2,0
M,0.9,3000,0,5,3,0
M,1.01,3000,0,10,1,0
M,0,3000,0,0,1,0
M,0.8,3000,0,5,2,1
M,0.71,3000,0,1,13,0
M,0.34,3000,0,0,0,0
M,0.92,3000,0,8,14,1
M,0.73,3000,0,1,0,0
M,0.47,3000,4265,0,2,0
M,1,3000,0,3,0,1
M,0.75,3000,0,5,6,1
M,0.8,3000,0,0,0,0
M,1.02,3000,0,14,3,1
M,1.1,3000,0,7,5,1
M,1.04,3000,0,4,0,1
M,1.01,3000,0,1,19,1
M,0.93,3000,0,2,10,0
M,0,3000,0,0,2,0
M,0.86,3000,0,4,0,0
M,0.11,3000,0,1,4,0
M,1.01,3000,0,5,40,1
M,0.24,3000,0,0,0,0
M,0.78,3000,0,0,23,0
M,0.86,3000,0,1,0,0
M,1.01,3000,0,6,5,0
M,0,3000,0,0,4,0
M,0.51,3000,0,0,1,0
M,0.97,3000,0,3,2,0
M,0.51,3000,0,0,2,0
M,0.66,3000,0,0,7,0
M,0.34,3000,0,0,0,1
M,0.14,3000,0,3,2,1
M,0.93,3000,0,0,7,0
M,0.23,3000,0,1,2,0
M,1,3000,0,5,2,0
M,0.41,3000,0,1,2,0
M,1.5,3000,0,0,4,0
M,1.15,3000,3867,0,4,0
M,1,3000,0,4,7,1
M,0.16,3000,2645,0,2,1
M,0.93,3000,0,1,5,0
M,1.01,3000,0,2,4,0
M,1.2,3000,0,0,5,0
M,1.01,3000,0,0,5,0
M,1,3000,0,0,9,1
M,1.01,3000,0,18,10,0
M,1.01,3000,0,3,0,0
M,0.96,3000,0,3,0,1
M,1,3000,0,6,7,1
M,0.63,3000,0,0,0,0
M,1.02,3000,0,0,3,0
M,1,3000,0,0,36,0
M,0.54,3000,0,0,0,0
M,0.85,3000,0,4,3,0
M,1,3000,0,0,22,1
M,0,3000,0,0,0,0
M,0.79,3000,0,4,2,1
M,0.96,3000,0,1,2,0
M,0.83,3000,0,6,0,1
M,0.13,3000,0,0,1,0
M,0.76,3000,0,4,0,0
M,0.02,3000,0,0,2,0
M,0.83,3000,0,0,1,0
M,1,3000,0,1,2,0
M,0.02,3000,0,0,2,0
M,1.02,3000,0,3,1,0
M,1.21,3000,362,0,2,0
M,0.11,3000,0,0,0,0
M,0.71,3000,0,2,0,0
M,0.08,3000,0,1,0,0
M,0.84,3000,0,3,3,1
M,0,3000,0,0,0,0
M,0.29,3000,0,2,0,0
M,0.03,3000,0,0,0,0
M,0.86,3000,0,3,0,1
M,0.69,3000,0,5,0,0
M,0,3000,0,0,0,0
M,0.81,3000,0,2,0,0
M,1.01,3000,0,3,6,1
M,0.75,3000,0,0,1,0
M,0.19,3000,0,2,0,0
M,0.93,3000,0,0,0,0
M,0.12,3000,0,1,1,1
M,0.23,3000,0,1,0,0
M,0.56,3000,0,0,0,0
M,1,3000,0,0,1,0
M,1,3000,0,1,0,1
M,0.41,3000,0,0,2,0
M,0.98,3000,0,0,9,1
M,1.07,3000,0,0,6,0
M,0.96,3000,0,2,4,0
M,1,3000,0,0,13,0
M,0.98,3000,0,4,0,0
M,0.86,3000,0,0,18,1
M,0.98,3000,0,0,4,1
M,1,3000,0,3,9,1
M,0.65,3000,0,5,1,1
M,1,3000,0,0,3,0
M,0.05,3000,0,1,1,0
M,0.99,3000,0,1,2,1
M,0.22,3000,0,5,2,0
M,0,3000,0,0,0,0
M,0.99,3000,0,0,8,1
M,0.12,3000,0,0,3,1
M,1.01,3000,0,6,5,0
M,0.63,3000,0,0,3,0
M,0.75,3000,0,1,7,0
M,0.37,3000,0,0,2,0
M,1.16,3000,0,0,3,0
M,1,3000,0,0,1,0
M,0.93,3000,0,0,2,0
M,0.89,3000,0,5,2,1
M,0.89,3000,0,3,3,0
M,0.29,3000,0,1,0,0
M,1,3000,0,0,0,1
M,1,3000,0,1,11,1
M,0.26,3000,0,1,0,1
M,1.01,3000,0,0,1,0
M,0.28,3000,0,1,1,0
M,0.99,3000,0,1,0,0
M,0.98,3000,0,0,0,0
M,1.02,3000,0,1,1,1
M,0.46,3000,0,0,3,0
M,0,3000,0,2,0,1
M,1.05,3000,0,6,0,0
M,1.28,3000,0,1,11,1
M,0.98,3000,0,2,8,1
M,1.02,3000,0,7,0,0
M,1.01,3000,0,0,3,1
M,1.11,3000,0,4,1,0
M,1.01,3000,0,0,3,1
M,0.58,3000,0,3,0,1
M,0.09,3000,0,0,1,0
M,1.01,3000,0,4,3,1
M,1.13,3000,0,5,8,1
M,0.85,3000,0,1,0,1
M,0.76,3000,0,1,0,0
M,1.48,3000,0,0,10,1
M,0.99,3000,0,0,0,0
M,1,3000,0,17,1,1
M,0.58,3000,0,2,3,0
M,0.64,3000,0,6,4,0
M,0.87,3000,0,0,5,1
M,0.96,3000,0,1,1,0
M,1,3000,0,0,16,0
M,0.91,3000,0,10,1,0
M,0.87,3000,0,0,0,0
M,0.01,3000,0,3,0,1
M,1.02,3000,0,0,3,0
M,0.79,3000,0,4,5,1
M,0.69,3000,0,0,3,0
M,1.05,3000,0,0,10,1
M,0.24,3000,0,4,0,1
M,0.02,3000,0,0,0,0
M,0.48,3000,0,2,3,0
M,0,3000,2426,0,3,0
M,0.33,3000,0,3,0,1
M,0.87,3000,1659,3,0,0
M,0.6,3000,0,2,0,0
M,1.45,3000,0,3,3,0
M,0.88,3000,0,6,0,0
M,0.24,3000,0,0,0,0
M,0,3000,0,0,0,0
M,1.02,3000,0,7,0,0
M,0,3000,0,2,0,0
M,0.31,3000,0,0,15,0
M,1.01,3000,0,6,0,0
M,0.98,3000,0,0,2,1
M,0.14,3000,0,0,2,0
M,0,3000,0,1,0,0
M,1.01,3000,0,4,8,1
M,1.3,3000,0,7,9,1
M,0.84,3000,0,1,0,0
M,1.02,3000,0,6,8,0
M,1.04,3000,0,3,0,0
M,0.46,3000,1190,2,8,0
M,0.89,3000,0,5,2,0
M,0.26,3000,0,9,8,0
M,0.95,3000,0,0,0,0
M,0.99,3000,0,2,3,0
M,1,3000,0,1,2,0
M,1.04,3000,0,1,0,0
M,0.91,3000,0,0,0,0
M,0.85,3000,0,0,6,0
M,0,3000,0,0,0,0
M,0.68,3000,1358,7,4,0
M,0.99,3000,0,0,1,1
M,0.74,3000,0,0,0,0
M,1.02,3000,0,5,2,1
M,0.97,3000,0,1,5,0
M,1.01,3000,0,7,2,0
M,0.44,3000,0,1,4,0
M,1.01,3000,0,1,1,0
M,0.01,3000,0,0,4,0
M,0,3000,0,0,0,0
M,0,3000,0,1,0,0
M,0.24,3000,0,2,5,0
M,0.33,3000,1802,1,5,0
M,0.86,3000,0,1,8,0
M,1.11,3000,0,5,2,0
M,0.21,3000,0,0,3,1
M,0.4,3000,0,0,0,1
M,0.31,3000,0,1,12,1
M,0.78,3000,0,4,6,0
M,0.67,3000,0,4,0,0
M,1.02,3000,0,1,17,1
M,0.97,3000,0,0,9,0
M,1.18,3000,0,1,11,1
M,0.02,3000,0,0,4,0
M,1,3000,1495,0,9,1
M,1.03,3000,0,7,7,1
M,0.35,3000,0,1,0,0
M,0.93,3000,5225,1,2,0
M,0,3000,2277,2,3,0
M,0.32,3000,0,0,0,0
M,1.03,3000,0,2,2,0
M,1.02,3000,0,2,3,1
M,0.97,3000,0,17,7,0
M,1.06,3000,0,3,0,0
M,0.94,3000,0,0,0,0
M,1.03,3000,0,8,0,0
M,0.02,3000,0,3,0,0
M,1,3000,0,2,6,0
M,0.99,3000,0,20,5,0
M,1.04,3000,0,3,0,1
M,0.99,3000,0,4,0,0
M,0.91,3000,0,4,0,0
M,0.11,3000,0,0,3,0
M,0.64,3000,0,2,1,0
M,1,3000,0,1,4,1
M,0.99,3000,0,2,6,0
M,1.94,3000,0,0,10,0
M,1.01,3000,0,0,12,1
M,0.45,3000,0,2,1,0
M,1,3000,0,3,8,1
M,1.02,3000,0,4,5,1
M,1,3000,0,1,0,0
M,0.39,3000,0,2,2,1
M,0.96,3000,3452,0,11,0
M,0.2,3000,0,0,1,0
M,1.24,3000,0,0,7,0
M,0.68,3000,0,0,3,0
M,0.34,3000,0,1,0,0
M,1.04,3000,1703,10,6,0
M,0.77,3000,3706,5,1,0
M,0,3000,0,0,0,1
M,0.83,3000,0,0,0,0
M,1.01,3000,0,6,0,1
M,0.19,3000,0,0,1,0
M,1.02,3000,0,3,0,0
M,0,3000,0,1,0,0
M,0.98,3000,0,0,4,0
M,0.14,3000,0,0,0,0
M,1,3000,0,2,11,1
M,0.98,3000,0,1,3,0
M,0.03,3000,0,0,2,0
M,0,3000,0,3,1,1
M,0.99,3000,0,0,3,0
M,0.81,3000,0,1,7,0
M,1.02,3000,0,2,1,0
M,0.83,3000,5371,0,0,0
M,0.65,3000,0,2,0,0
M,1.03,3000,0,2,1,0
M,0.03,3000,3556,6,1,0
M,1,3000,5840,1,8,0
M,1.02,3000,0,1,6,1
M,0.51,3000,0,4,4,0
M,1.01,3000,0,1,7,0
M,0,3000,0,0,4,0
M,0.75,3000,0,2,7,0
M,1.01,3000,0,3,4,1
M,1.01,3000,0,1,5,1
M,0,3000,0,7,5,0
M,0.67,3000,0,2,0,0
M,1,3000,0,1,4,0
M,0.65,3000,0,2,4,1
M,1.03,3000,0,0,3,0
M,0.96,3000,0,0,1,0
M,1.98,3000,0,0,5,1
M,0.92,3000,0,0,1,0
M,0,3000,0,0,1,1
M,0.98,3000,0,0,1,0
M,0.94,3000,0,0,9,0
M,1.07,3000,2772,0,10,0
M,1,3000,0,0,7,0
M,1.01,3000,0,4,8,1
M,1.01,3000,0,4,0,1
M,0.83,3000,0,5,4,0
M,0.51,3000,0,0,1,0
M,0.89,3000,0,0,1,0
M,1,3000,0,1,4,0
M,0.76,3000,0,0,3,0
M,1,3000,0,4,10,0
M,0.88,3000,10451,1,5,0
M,0.98,3000,0,2,7,1
M,0.58,3000,0,7,5,0
M,0.96,3000,4134,1,5,0
M,1,3000,0,1,13,0
M,1,3000,0,0,5,1
M,0.9,3000,0,4,1,1
M,0.98,3000,0,3,6,0
M,1.01,3000,0,7,10,0
M,1.46,3000,0,3,9,0
M,0.75,3000,0,5,0,0
M,0.16,3000,0,1,0,0
M,0.16,3000,0,0,1,0
M,0.95,3000,8398,1,9,0
M,0,3000,1843,0,2,0
M,1.03,3000,0,1,2,1
M,1.01,3000,0,4,3,1
M,0.99,3000,0,3,10,0
M,0.27,3000,0,0,0,0
M,0.26,3000,0,0,3,0
M,1.7,3000,0,3,3,1
M,0,3000,0,1,1,0
M,0.91,3000,0,2,6,0
M,1.02,3000,0,0,0,0
M,0.99,3000,0,0,1,0
M,0.99,3000,0,2,1,0
M,1.04,3000,0,4,0,1
M,0.8,3000,0,0,5,0
M,0.05,3000,0,2,1,0
M,0.73,3000,0,0,0,0
M,1,3000,0,0,3,0
M,1.03,3000,0,0,7,0
M,0.88,3000,0,3,4,1
M,0.9,3000,0,0,1,0
M,0.87,3000,0,1,0,0
M,1.04,3000,0,0,0,0
M,1,3000,0,0,7,0
M,0.48,3000,0,5,6,1
M,0.41,3000,0,4,0,1
M,0.99,3000,1898,3,9,1
M,1.01,3000,0,1,14,0
M,0.72,3000,0,0,3,1
M,0.81,3000,8910,1,8,0
M,0.98,3000,0,1,1,0
M,1.02,3000,0,6,2,0
M,0,3000,0,0,1,0
M,1.04,3000,0,3,1,0
M,1,3000,0,5,17,1
M,0.73,3000,0,1,2,0
M,0.19,3000,0,0,0,0
M,0,3000,0,5,0,0
M,0.79,3000,0,2,0,1
M,0.03,3000,0,0,1,0
M,0.99,3000,0,3,1,0
M,1,3000,371,1,9,0
M,0.38,3000,2683,4,4,1
M,0.17,3000,0,0,3,0
M,0,3000,0,0,0,0
M,0.19,3000,2452,0,2,0
M,0.14,3000,0,0,2,0
M,0.5,3000,0,0,0,0
M,0.06,3000,0,0,0,0
M,0.28,3000,0,1,1,1
M,0,3000,0,1,1,0
M,1.42,3000,0,3,12,1
M,1.03,3000,0,8,0,1
M,1,3000,0,0,16,0
M,1.01,3000,0,4,4,1
M,0.49,3000,0,0,1,0
M,0.92,3000,0,6,0,0
M,0.94,3000,0,1,0,0
M,0,3000,0,0,1,0
M,1.03,3000,0,9,5,1
M,1,3000,0,1,8,1
M,1,3000,0,7,4,1
M,0.58,3000,0,3,7,0
M,1.01,3000,0,0,7,1
M,0.11,3000,0,0,3,1
M,0.45,3000,0,0,0,0
M,0,3000,0,0,1,0
M,0.98,3000,0,2,0,0
M,1.13,3000,0,6,16,0
M,0.2,3000,2973,2,2,0
M,1.25,3000,0,4,13,1
M,0.51,3000,0,0,1,0
M,0,3000,0,1,0,0
M,1.01,3000,0,0,12,0
M,0,3000,0,0,3,0
M,0,3000,0,0,0,1
M,0.92,3000,0,0,26,0
M,0.47,3000,0,0,10,0
M,1.01,3000,0,4,2,0
M,1.01,3000,0,1,5,0
M,0.1,3000,0,0,4,0
M,0.99,3000,0,2,11,1
M,1,3000,0,1,4,0
M,0.82,3000,0,0,0,0
M,0.35,3000,0,4,3,0
M,1,3000,0,3,6,1
M,0.21,3000,0,1,1,0
M,0,3000,0,0,5,1
M,1.02,3000,0,5,0,0
M,0.69,3000,0,6,5,1
M,0,3000,0,0,1,0
M,0.42,3000,0,0,0,0
M,0.81,3000,0,2,0,0
M,0,3000,0,3,4,1
M,1.06,3000,0,9,2,0
M,0.51,3000,0,0,4,0
M,0.99,3000,0,2,1,0
M,1,3000,1249,0,8,1
M,0.45,3000,0,1,13,0
M,0.93,3000,0,2,2,0
M,0.86,3000,628,1,1,0
M,0.13,3000,0,0,1,0
M,1.1,3000,0,0,10,0
M,0.83,3000,0,0,2,0
M,0,3000,0,0,1,0
M,1,3000,0,1,1,0
M,0.78,3000,0,6,2,1
M,0.39,3000,0,0,0,0
M,0,3000,4244,0,1,0
M,0.26,3000,0,0,0,0
M,1,3000,0,0,9,0
M,1.08,3000,0,2,1,0
M,1.02,3000,0,2,1,0
M,0.02,3000,0,0,0,0
M,0.21,3000,0,2,3,0
M,1,3000,0,0,9,0
M,0.9,3000,0,3,3,1
M,0.99,3000,0,1,1,0
M,0.99,3000,2836,1,8,1
M,0,3000,0,0,1,0
M,0.61,3000,0,1,4,0
M,0.97,3000,0,1,1,1
M,0.97,3000,3806,1,9,0
M,0.68,3000,0,6,2,0
M,0.06,3000,1573,2,2,0
M,0.13,3000,1924,3,0,1
M,0.56,3000,300,5,14,1
M,0.99,3000,0,0,5,0
M,0.27,3000,0,0,1,0
M,0,3000,0,0,0,0
M,0.55,3000,0,0,1,0
M,0.86,3000,0,0,3,0
M,0.02,3000,0,0,1,0
M,0.23,3000,0,0,1,0
M,1.01,3000,0,4,18,1
M,0.49,3000,0,6,0,0
M,0.54,3000,0,1,1,0
M,0.99,3000,0,1,7,0
M,1,3000,0,3,11,0
M,0.09,3000,0,4,2,0
M,1.01,3000,0,2,15,0
M,1,3000,2274,0,13,0
M,0.99,3000,0,7,10,0
M,4.12,3000,25467,2,4,1
M,0.99,3000,0,0,11,0
M,1.18,3000,4721,0,11,0
M,0.91,3000,10752,0,7,0
M,0.96,3000,0,1,0,0
M,0.96,3000,0,2,46,0
M,1.95,3000,0,0,10,1
M,0.96,3000,0,2,16,0
M,1.05,3000,3482,0,11,0
M,1,3000,0,0,11,0
M,0.99,3000,0,0,11,0
M,0.38,3000,0,2,1,0
M,1.51,3000,0,8,7,0
M,1.01,3000,0,2,5,1
M,0.26,3000,0,0,0,1
M,0,3000,0,3,7,0
M,0.26,3000,0,0,0,0
M,0.85,3000,0,0,1,0
M,0.49,3000,1352,0,1,0
M,1.02,3000,0,0,1,0
M,1.02,3000,0,0,2,0
M,0,3000,0,0,1,0
M,0.14,3000,0,3,0,0
M,0.1,3000,0,1,0,0
M,0.79,3000,0,4,1,0
M,0.51,3000,0,1,1,0
M,1,3000,0,0,9,0
M,0.18,3000,0,1,1,0
M,1.06,3000,0,4,0,1
M,0.95,3000,0,1,1,0
M,0,3000,0,0,0,0
M,0.92,3000,0,3,0,1
M,1.23,3000,0,0,5,0
M,1.05,3000,0,0,1,0
M,0.06,3000,0,0,1,0
M,0.47,3000,0,0,0,0
M,0.39,3000,623,6,1,0
M,0.9,3000,0,1,1,1
M,0.52,3000,0,3,0,1
M,0.36,3000,0,4,5,0
M,0,3000,0,2,3,0
M,0.4,3000,0,0,1,0
M,0.77,3000,0,0,1,0
M,0.15,3000,0,0,0,0
M,0.83,3000,0,0,4,0
M,0.1,3000,0,0,2,0
M,0,3000,0,1,0,0
M,0.79,3000,0,2,1,0
M,0.26,3000,0,3,1,0
M,0.76,3000,0,1,2,0
M,0.77,3000,4011,0,4,0
M,1.01,3000,0,2,1,0
M,0.49,3000,0,0,1,0
M,1.04,3000,0,4,10,0
M,0.81,3000,1010,0,1,0
M,1.73,3000,0,2,19,0
M,1.12,3000,0,0,11,0
M,0.6,3000,0,3,4,0
M,0.98,3000,0,0,2,0
M,0.78,3000,0,0,2,0
M,1.02,3000,0,3,0,0
M,0.28,3000,0,1,0,0
M,0.81,3000,0,2,0,0
M,0.1,3000,0,0,1,0
M,0.41,3000,0,3,0,0
M,0.92,3000,0,2,1,0
M,0.39,3000,0,0,1,0
M,0.16,3000,0,4,0,0
M,0,3000,0,0,0,0
M,0.09,3000,0,2,1,0
M,0,3000,0,0,1,0
M,0.5,3000,0,1,1,0
M,0.01,3000,0,0,0,0
M,0.95,3000,0,4,2,1
M,0.18,3000,0,2,3,1
M,0.05,3000,0,0,1,0
M,0,3000,0,2,1,0
M,0.99,3000,0,4,1,0
M,0,3000,0,0,1,0
M,0.96,3000,0,5,1,0
M,1,3000,0,0,0,0
M,1.01,3000,0,1,4,0
M,0.79,3000,0,0,1,0
M,0.03,3000,0,0,1,0
M,0.6,3000,0,2,0,0
M,1.05,3000,0,3,1,0
M,2.23,3000,0,1,1,1
M,0.05,3000,0,0,3,0
M,0.95,3000,0,0,0,1
M,0.55,3000,107,3,1,1
M,0.11,3000,0,0,0,0
M,1,3000,0,7,4,0
M,0.73,3000,0,5,18,0
M,1.75,3000,0,1,2,0
M,0.82,3000,0,0,0,0
M,0.11,3000,0,0,2,0
M,1,3000,0,0,2,0
M,0.55,3000,0,0,3,0
M,1,3000,0,0,6,1
M,1,3000,0,1,9,0
M,0,3000,0,0,10,1
M,0.76,3000,0,1,1,0
M,0.25,3000,0,0,2,0
M,0.13,3000,0,0,0,0
M,0,3000,0,0,1,0
M,1.01,3000,0,0,1,0
M,0.05,3000,0,2,1,1
M,1,3000,0,3,1,0
M,0.55,3000,0,0,8,0
M,0,3000,0,0,5,0
M,0.05,3000,0,3,5,0
M,1,3000,0,1,6,1
M,1,3000,0,0,6,1
M,0.99,3000,0,0,4,0
M,1,3000,0,1,0,0
M,0,3000,0,0,0,0
M,0.57,3000,0,0,3,0
M,0.73,3000,0,4,8,1
M,0.5,3000,0,0,1,0
M,0.98,3000,0,0,12,0
M,0,3000,0,0,3,0
M,0.76,3000,0,1,0,0
M,1.01,3000,0,1,3,0
M,0.86,3000,0,4,0,0
M,0.84,3000,0,0,5,0
M,1,3000,0,1,0,0
M,1,3000,0,1,2,1
M,1,3000,0,5,7,1
M,1.01,3000,0,0,0,0
M,0.45,3000,1631,0,0,0
M,0.54,3000,0,0,7,0
M,0,3000,691,0,3,0
M,1,3000,0,2,9,0
M,1,3000,0,1,3,0
M,1.01,3000,0,1,8,0
M,1.14,3000,0,3,24,1
M,0.99,3000,0,3,0,0
M,0.93,3000,0,0,10,0
M,1,3000,0,2,3,0
M,0.44,3000,0,1,1,1
M,0.94,3000,0,5,4,1
M,0.24,3000,0,0,0,0
M,0.9,3000,0,3,3,1
M,0.01,3000,0,2,7,0
M,0.41,3000,0,0,3,0
M,0.83,3000,0,3,1,1
M,0.02,3000,0,0,2,0
M,0.93,3000,0,3,3,0
M,0,3000,0,0,0,0
M,1,3000,0,2,7,1
M,0.97,3000,0,0,1,0
M,1.02,3000,0,0,1,0
M,0.74,3000,0,0,3,0
M,0,3000,0,0,0,1
M,1.02,3000,0,2,3,0
M,1,3000,0,1,1,1
M,0,3000,0,0,1,0
M,1.02,3000,0,0,2,0
M,0.04,3000,787,1,2,0
M,0.25,3000,0,8,3,1
M,0.99,3000,0,2,1,0
M,1,3000,0,0,8,1
M,0.68,3000,0,0,2,0
M,0.99,3000,0,0,1,0
M,0.69,3000,990,1,5,0
M,0.97,3000,0,8,4,1
M,0.85,3000,0,2,4,0
M,1,3000,0,0,13,0
M,0.64,3000,0,7,6,1
M,0.03,3000,0,1,5,1
M,0.97,3000,0,1,6,0
M,1,3000,1064,0,29,0
M,1.12,3000,0,1,6,0
M,0.72,3000,1056,6,5,0
M,0.02,3000,0,0,6,0
M,0.9,3000,0,0,3,0
M,1.02,3000,0,1,0,0
M,1.04,3000,0,6,1,0
M,0.91,3000,0,0,5,1
M,0.35,3000,3795,0,5,0
M,0.76,3000,0,0,5,0
M,1.55,3000,0,0,6,0
M,0.04,3000,0,0,1,0
M,0.81,3000,0,0,7,0
M,0.64,3000,0,2,1,1
